id,name,security,cost_index
30002278,Artoun,0.7523862793,0
30002279,Safizon,0.8098998907,0
30002280,Zatsyaki,0.8818138331,0
30002281,Eba,0.9117854020,0
30002282,Bhizheba,0.9636458046,0
30002283,2G-VDP,-0.2069700190,0
30002284,9F-3CR,-0.2882243710,0
30002285,J7M-3W,-0.0722683660,0
30002286,KRPF-A,-0.0537332940,0
30002287,9P-870,-0.0213810850,0
30002288,QNXJ-M,-0.4384900580,0
30002289,AID-9T,-0.1296413290,0
30002290,PXE-RG,-0.1867798800,0
30002291,5J-62N,-0.3193192100,0
30002292,Z-DRIY,-0.4942157830,0
30002293,8-MXHA,-0.3301482000,0
30002294,LPVL-5,-0.0734574830,0
30002295,D3S-EA,-0.1261029160,0
30002296,KGT3-6,-0.4738812770,0
30002297,4LJ6-Q,-0.3076236760,0
30002298,SAH-AD,-0.2473885070,0
30002299,MF-PGF,-0.3762058690,0
30002300,L-ZJLN,-0.5072044920,0
30002301,G-QTSD,-0.1554152480,0
30002302,3G-LFX,-0.1453966330,0
30002303,NK-VTL,-0.0983422780,0
30002304,D-CR6W,-0.1483487170,0
30002305,BY-7PY,-0.0168038490,0
30002306,GN-TNT,-0.0185736280,0
30002307,QKCU-4,-0.0497133320,0
30002308,0M-24X,-0.3157810760,0
30002309,N06Z-Q,-0.0335501940,0
30002310,YX-0KH,-0.0302530410,0
30002311,KMH-J1,-0.4522145680,0
30002312,CYB-BZ,-0.3045674890,0
30002313,5U-3PW,-0.1286921380,0
30002314,89JS-J,-0.0622284330,0
30002315,C9R-NO,-0.1508018110,0
30002316,FKR-SR,-0.1232348540,0
30002317,1ACJ-6,-0.4798867890,0
30002318,BNX-AS,-0.4406106710,0
30002319,XB-9U2,-0.4233350520,0
30002320,F9-FUV,-0.7066242670,0
30002321,FB-MPY,-0.3888766760,0
30002322,RO-0PZ,-0.4589688790,0
30002323,JTA2-2,-0.1459565050,0
30002324,R-6KYM,-0.0875386680,0
30002325,3H58-R,-0.0313232190,0
30002326,RV-GA8,-0.1169877400,0
30002327,TP-RTO,-0.0418285730,0
30002328,GTY-FW,-0.1398834950,0
30002329,1H5-3W,-0.0394166070,0
30002330,QZV-X3,-0.0571120410,0
30002331,IS-OBW,-0.3866714140,0
30002332,1GH-48,-0.2909111210,0
30002333,IRD-HU,-0.4347281190,0
30002334,B-2VXB,-0.6065357350,0
30002335,FIZU-X,-0.5954179360,0
30002336,JAWX-R,-0.6938274590,0
30002337,Z0G-XG,-0.0668007300,0
30002338,ALC-JM,-0.1318202330,0
30002339,9QS5-C,-0.0503766180,0
30002340,NWX-LI,-0.2221009220,0
30002341,N-SFZK,-0.2425985350,0
30002342,2B-UUQ,-0.4632053990,0
30002343,I64-XB,-0.2521136170,0
30002344,4-QDIX,-0.6546073390,0
30002345,FGJP-J,-0.6635674930,0
30002346,89-JPE,-0.6698202750,0
30002347,D-IZT9,-0.6607640660,0
30002348,WU9-ZR,-0.6922006290,0
30002349,E8-432,-0.6845394260,0
30002350,43-1TL,-0.0682533580,0
30002351,O-LJOO,-0.0269988700,0
30002352,ZS-PNI,-0.0836880300,0
30002353,TZ-74M,-0.0544849770,0
30002354,8KE-YS,-0.0538987840,0
30002355,LXQ2-T,-0.0765017570,0
30002356,HV-EAP,-0.1969737540,0
30002357,3IK-7O,-0.1731514980,0
30002358,O-EUHA,-0.1298674580,0
30002359,MO-I1W,-0.0955854780,0
30002360,ZZ5X-M,-0.0444814390,0
30002361,UAV-1E,-0.2431329220,0
30002362,CL-IRS,-0.0275074880,0
30002363,QBZO-R,-0.0459664370,0
30002364,QHJR-E,-0.5201072680,0
30002365,1PF-BC,-0.7118760580,0
30002366,D-OJEZ,-0.7615163590,0
30002367,C-V6DQ,-0.8721465310,0
30002368,Z-FET0,-0.7683212210,0
30002369,EX-GBT,-0.9069631070,0
30002370,PX-IHN,-0.1089954430,0
30002371,WPV-JN,-0.0003934020,0
30002372,IL-H0A,-0.0130269420,0
30002373,CT8K-0,-0.0453860980,0
30002374,M9-LAN,-0.0763801040,0
30002375,C-4D0W,-0.0360538950,0
30002376,L4X-1V,-0.1003326540,0
30002377,M-V0PQ,-0.2490269090,0
30002378,DYPL-6,-0.1915349560,0
30002379,V-OL61,-0.1535035780,0
30002380,RK-Q51,-0.1434949260,0
30002381,F69O-M,-0.5245716000,0
30002382,T-IDGH,-0.7546258510,0
30002383,Aeddin,0.5696677272,0
30002384,Gulfonodi,0.4978604966,0
30002385,Teonusude,0.5863137228,0
30002386,Gelfiven,0.5597711471,0
30002387,Bosena,0.4004670935,0
30002388,Oddelulf,0.3707810098,0
30002389,Atlar,0.3733674800,0
30002390,Heild,0.3307623618,0
30002391,Hrokkur,0.2988826196,0
30002392,Hrober,0.3078231529,0
30002393,Aedald,0.2504577488,0
30002394,Muttokon,0.2071899938,0
30002395,Audesder,0.2647115299,0
30002396,Illamur,0.2823402774,0
30002397,Horaka,0.6190417521,0
30002398,Eldulf,0.5636332397,0
30002399,Orien,0.8047253695,0
30002400,Varigne,0.6401470435,0
30002401,Meildolf,0.2845982026,0
30002402,Istodard,0.2948804397,0
30002403,Gonheim,0.2838236258,0
30002404,Half,0.2410782259,0
30002405,Sakulda,0.3020733088,0
30002406,Hedaleolfarber,0.3031564963,0
30002407,Altbrard,0.3498685795,0
30002408,Fegomenko,0.5041989821,0
30002409,Osvetur,0.2475799000,0
30002410,Mimiror,0.2044927363,0
30002411,Skarkon,-1.0000000000,0
30002412,Ennur,0.0583488141,0
30002413,Unertek,0.3041351272,0
30002414,Klingt,0.3021467524,0
30002415,Weld,0.3020362117,0
30002416,Kattegaud,0.7158626870,0
30002417,Kadlina,0.4199067141,0
30002418,Hegfunden,0.3225618189,0
30002419,Aeditide,0.2144909688,0
30002420,Egbinger,0.0345551972,0
30002421,MR4-MY,-0.2034175156,0
30002422,SR-KBB,-0.2929917223,0
30002423,FDZ4-A,-0.2311616152,0
30002424,2E-ZR5,-0.3123050886,0
30002425,O1-FTD,-0.4084748209,0
30002426,Roua,-0.2072050590,0
30002427,OEY-OR,-0.3547654814,0
30002428,M-MD31,-0.2665365572,0
30002429,WH-2EZ,-0.1668023878,0
30002430,D0-F4W,-0.0497474860,0
30002431,QKTR-L,-0.3853369418,0
30002432,YN3-E3,-0.0716111530,0
30002433,NBPH-N,-0.0692137969,0
30002434,L-HV5C,-0.0484252811,0
30002435,L4X-FH,-0.0766309004,0
30002436,B6-52M,-0.0856602349,0
30002437,V-MZW0,-0.0894503789,0
30002438,BND-16,-0.4922314018,0
30002439,IOO-7O,-0.5304022765,0
30002440,BWF-ZZ,-0.5754449671,0
30002441,4-CUM5,-0.4925688629,0
30002442,8MG-J6,-0.6049913330,0
30002443,RLSI-V,-0.5340886985,0
30002444,39-DGG,-0.3554971679,0
30002445,SV-K8J,-0.3519467635,0
30002446,6RQ9-A,-0.4012994236,0
30002447,K42-IE,-0.4463797798,0
30002448,VSJ-PP,-0.3925665103,0
30002449,3USX-F,-0.3354413806,0
30002450,9-KWXC,-0.3250515629,0
30002451,NQ-9IH,-0.2078996492,0
30002452,KR-V6G,-0.2041480855,0
30002453,AP9-LV,-0.2547864386,0
30002454,0-GZX9,-0.3027248091,0
30002455,2H-TSE,-0.2874845432,0
30002456,4NGK-F,-0.2269509668,0
30002457,O-VWPB,-0.4059163066,0
30002458,LX-ZOJ,-0.4504539721,0
30002459,6L78-1,-0.3956681062,0
30002460,04-LQM,-0.6401716125,0
30002461,4VY-Y1,-0.3699936029,0
30002462,LU-HQS,-0.4165628228,0
30002463,U-L4KS,-0.4790625514,0
30002464,K25-XD,-0.5871875736,0
30002465,6YC-TU,-0.3653952413,0
30002466,Y8R-XZ,-0.5163730104,0
30002467,P-E9GN,-0.3922965165,0
30002468,HJO-84,-0.3539856288,0
30002469,4D9-66,-0.4214368275,0
30002470,L-TOFR,-0.7265550709,0
30002471,Q-TBHW,-0.7837185218,0
30002472,9P4O-F,-1.0000000000,0
30002473,UBX-CC,-0.0619933694,0
30002474,TJM-JJ,-0.0474549973,0
30002475,EOA-ZC,-0.0707319573,0
30002476,G-73MR,-0.0267586328,0
30002477,E-91FV,-0.0158123580,0
30002478,AD-5B8,-0.0312653266,0
30002479,QP0K-B,-0.0330191983,0
30002480,54-MF6,-0.0164407390,0
30002481,D-I9HJ,-0.3050861868,0
30002482,P-6I0B,-0.3663151763,0
30002483,CFYY-J,-0.2132508205,0
30002484,8-KZXQ,-0.1712925125,0
30002485,HKYW-T,-0.0453794316,0
30002486,3SFU-S,-0.0689559219,0
30002487,VJ-NQP,-0.0318128319,0
30002488,U6D-9A,-0.0255318781,0
30002489,Atioth,-0.0184705740,0
30002490,PYY3-5,-0.2440464342,0
30002491,RFGW-V,-0.0847706284,0
30002492,N-HK93,-0.2099593172,0
30002493,LR-2XT,-0.1159603107,0
30002494,TZL-WT,-0.1643654442,0
30002495,4K0N-J,-0.1282184101,0
30002496,B-F1MI,-0.0906657603,0
30002497,W-3BSU,-0.0901849535,0
30002498,BE-UUN,-0.1246978958,0
30002499,O2O-2X,-0.4250000920,0
30002500,JE1-36,-0.5233375392,0
30002501,5F-YRA,-0.4325477150,0
30002502,TDE4-H,-0.5844419043,0
30002503,UER-TH,-0.7311913094,0
30002504,UG-UWZ,-0.9585401402,0
30002505,Hulm,1.0000000000,0
30002506,Osoggur,0.5315682895,0
30002507,Abudban,0.7324477246,0
30002508,Trytedald,0.8796585037,0
30002509,Odatrik,0.8161785482,0
30002510,Rens,0.8945818659,0
30002511,Ameinaka,0.9874232053,0
30002512,Alakgur,0.5588356980,0
30002513,Dammalin,0.4787558024,0
30002514,Bosboger,0.3245818047,0
30002515,Olfeim,0.4386842563,0
30002516,Lulm,0.3439738311,0
30002517,Gulmorogod,0.3767940377,0
30002518,Edmalbrurdus,0.9892302430,0
30002519,Kronsur,0.8822452594,0
30002520,Dumkirinur,0.7066156347,0
30002521,Sist,0.8080591711,0
30002522,Obrolber,0.5671822530,0
30002523,Austraka,0.7557105181,0
30002524,Ivar,0.9562109187,0
30002525,Meirakulf,0.8820667160,0
30002526,Frarn,0.8389709131,0
30002527,Illinfrik,0.8463597846,0
30002528,Balginia,0.8176566852,0
30002529,Gyng,0.7981429700,0
30002530,Avesber,0.7531836568,0
30002531,Gerek,0.7322521435,0
30002532,Tongofur,0.5830689955,0
30002533,Gerbold,0.8225658037,0
30002534,Rokofur,0.6180885586,0
30002535,Ebasgerdur,0.7743818732,0
30002536,Ebodold,0.4446315496,0
30002537,Amamake,0.4387612481,0
30002538,Vard,0.3790959384,0
30002539,Siseide,0.3383511027,0
30002540,Lantorn,0.3394859739,0
30002541,Dal,0.4113595890,0
30002542,Auga,0.3854838206,0
30002543,Eystur,0.9492318218,0
30002544,Pator,1.0000000000,0
30002545,Lustrevik,0.9462634160,0
30002546,Isendeldik,0.8088554804,0
30002547,Ammold,1.0000000000,0
30002548,Emolgranlan,0.5302433793,0
30002549,Offugen,0.6498344033,0
30002550,Roniko,0.5936446035,0
30002551,Aralgrund,0.3215589228,0
30002552,Eddar,0.5870635666,0
30002553,Bogelek,0.3663701066,0
30002554,Wiskeber,0.4044361461,0
30002555,Eifer,0.4445251160,0
30002556,Gusandall,0.3765845900,0
30002557,Atgur,0.4830198835,0
30002558,Endrulf,0.6146114957,0
30002559,Ingunn,0.2767956635,0
30002560,Gultratren,0.3092756572,0
30002561,Auren,0.4179127360,0
30002562,Trer,0.7126651189,0
30002563,Egmur,0.6555052799,0
30002564,Javrendei,0.8786523857,0
30002565,Appen,0.8213292954,0
30002566,Klir,0.7569423837,0
30002567,Jorus,0.7269804281,0
30002568,Onga,0.9535137576,0
30002569,Osaumuni,0.9148675405,0
30002570,Magiko,0.9383020253,0
30002571,Oremmulf,0.8971066704,0
30002572,Hurjafren,0.8769288509,0
30002573,Vullat,0.9713626112,0
30002574,Hrondedir,0.3174235582,0
30002575,Sotrenzur,0.2759699790,0
30002576,Hrondmund,0.3588038997,0
30002577,Bundindus,0.4286851197,0
30002578,Otraren,0.4751092314,0
30002579,Hedgiviter,0.4156733445,0
30002580,Katugumur,0.1712913982,0
30002581,1-7KWU,-0.4045042698,0
30002582,3-UCBF,-0.4714811804,0
30002583,N-CREL,-0.4494580187,0
30002584,TM-0P2,-0.3775422989,0
30002585,4OIV-X,-0.2584844281,0
30002586,Y-JKJ8,-0.2106687216,0
30002587,AFJ-NB,-0.1560387236,0
30002588,H-64KI,-0.1637618647,0
30002589,9I-SRF,-0.2058178699,0
30002590,9-IIBL,-0.0992344299,0
30002591,5GQ-S9,-0.0636063106,0
30002592,YALR-F,-0.3041907931,0
30002593,68FT-6,-0.2133778615,0
30002594,IV-UNR,-0.4436635527,0
30002595,IRE-98,-0.2567314812,0
30002596,HOHF-B,-0.1384120555,0
30002597,Y-6B0E,-0.2484879895,0
30002598,F-3H2P,-0.3850086295,0
30002599,DY-40Z,-0.2544582675,0
30002600,XWY-YM,-0.2490042461,0
30002601,M-9V5D,-0.2741486543,0
30002602,O2-39S,-0.2742445803,0
30002603,M-VEJZ,-0.3674733997,0
30002604,LJK-T0,-0.2878796479,0
30002605,E7VE-V,-0.1308276362,0
30002606,NUG-OF,-0.1599092140,0
30002607,L6BY-P,-0.1675743991,0
30002608,U3SQ-X,-0.1221764108,0
30002609,01TG-J,-0.1510746483,0
30002610,UK-SHL,-0.2520182617,0
30002611,A1BK-A,-0.0480780563,0
30002612,N-7ECY,-0.3987141935,0
30002613,4-MPSJ,-0.4568427172,0
30002614,TWJ-AW,-0.5797776964,0
30002615,PZMA-E,-0.4572504838,0
30002616,442-CS,-0.7117596202,0
30002617,Z-N9IP,-0.8000833137,0
30002618,9ZFH-Z,-0.6608910695,0
30002619,6E-MOW,-0.3422659296,0
30002620,GBT4-J,-0.3815969024,0
30002621,GZ1-A1,-0.4642934091,0
30002622,X-0CKQ,-0.4035375505,0
30002623,6B-GKA,-0.5144294876,0
30002624,LHGA-W,-0.4743229333,0
30002625,4RS-L1,-0.3925945074,0
30002626,D-L4H0,-0.0665238615,0
30002627,GU-9F4,-0.0591627031,0
30002628,FG-1GH,-0.0851679472,0
30002629,WFYM-0,-0.1110155847,0
30002630,FR-B1H,-0.1058797794,0
30002631,DDI-B7,-0.1309223353,0
30002632,Pettinck,0.8177613595,0
30002633,Du Annes,0.6478139505,0
30002634,Balle,0.4608890986,0
30002635,Decon,0.3837788613,0
30002636,Grinacanne,0.8480630017,0
30002637,Metserel,0.6882390795,0
30002638,Sharuveil,0.3953240351,0
30002639,Adreland,0.8725015367,0
30002640,Erme,0.7981555918,0
30002641,Aufay,0.5231203784,0
30002642,Iyen-Oursta,0.7795753999,0
30002643,Faurent,0.5365041944,0
30002644,Ambeke,0.5005549070,0
30002645,Carrou,0.4405891678,0
30002646,Direrie,0.5015194705,0
30002647,Ignoitton,0.4387547559,0
30002648,Ardene,0.5517798187,0
30002649,Boillair,0.5232297989,0
30002650,Ney,0.4567548925,0
30002651,Fasse,0.4257427311,0
30002652,Ala,-1.0000000000,0
30002653,Gratesier,0.4351026448,0
30002654,Schoorasana,0.4480995304,0
30002655,Vylade,0.7962889720,0
30002656,Auvergne,0.8924607774,0
30002657,Aunia,0.8414100129,0
30002658,Agrallarier,0.8502835156,0
30002659,Dodixie,0.8684067016,0
30002660,Eglennaert,0.8241636884,0
30002661,Botane,0.8754400954,0
30002662,Pulin,0.5419477414,0
30002663,Foves,0.6303766267,0
30002664,Alles,0.7759656751,0
30002665,Misneden,0.5469159432,0
30002666,Basgerin,0.3786781802,0
30002667,Chelien,0.6937133455,0
30002668,Trosquesere,0.8714566259,0
30002669,Ansone,0.7439377615,0
30002670,Dunraelare,0.6541501748,0
30002671,Nausschie,0.7873079523,0
30002672,Inghenges,0.7157557791,0
30002673,Estene,0.7663115516,0
30002674,Gallareue,0.7507934794,0
30002675,Stayme,0.5829538103,0
30002676,Parchanier,0.6352463815,0
30002677,Fluekele,0.5616500075,0
30002678,Alsottobier,0.5081347348,0
30002679,Jolia,0.5077742684,0
30002680,Augnais,0.5398107911,0
30002681,Deltole,0.5404728013,0
30002682,Colelie,0.5123888281,0
30002683,Barmalie,0.4764906054,0
30002684,Audaerne,0.4659398335,0
30002685,Dodenvale,0.7066095388,0
30002686,Olettiers,0.4347611647,0
30002687,Artisine,0.4972669791,0
30002688,Chainelant,0.8528647208,0
30002689,Sileperer,0.6174616536,0
30002690,Bamiette,0.4987727999,0
30002691,Crielere,0.3984496310,0
30002692,Jel,0.6071689588,0
30002693,Egghelende,0.4492676854,0
30002694,Odette,0.4830160018,0
30002695,Ation,0.5811452544,0
30002696,Stegette,0.4531728391,0
30002697,Ravarin,0.3723187368,0
30002698,Aliette,0.3712827225,0
30002699,Brapelille,0.6724661866,0
30002700,Bawilan,0.5391675134,0
30002701,Atier,0.6266954431,0
30002702,Archee,-1.0000000000,0
30002703,Brybier,0.5808395487,0
30002704,Adrallezoen,0.4789321861,0
30002705,Croleur,0.5737670695,0
30002706,Doussivitte,0.7619204116,0
30002707,Unel,0.8905152453,0
30002708,Claysson,0.9376874435,0
30002709,Auberulle,0.8344098489,0
30002710,Adiere,0.7649834529,0
30002711,Stetille,0.9063288333,0
30002712,Alillere,0.8478275473,0
30002713,Abenync,0.7079211997,0
30002714,Pozirblant,0.7425944545,0
30002715,Bourynes,1.0000000000,0
30002716,Aurcel,0.5494501783,0
30002717,Aymaerne,0.9029788368,0
30002718,Rancer,0.3646606895,0
30002719,Miroitem,0.3051924399,0
30002720,Thelan,0.2269928236,0
30002721,Rorsins,0.1252039702,0
30002722,Lamadent,0.3411732458,0
30002723,Otou,0.3336029007,0
30002724,Assiettes,0.6425553625,0
30002725,Goinard,0.3423494247,0
30002726,Raeghoscon,0.3664026679,0
30002727,Allipes,0.1628292086,0
30002728,Lermireve,0.2705772254,0
30002729,Aetree,0.1783560696,0
30002730,Esmes,0.1056885533,0
30002731,Vittenyn,0.9035504668,0
30002732,Mirilene,0.7796912639,0
30002733,Pucherie,0.8267369867,0
30002734,Fricoure,0.8092487953,0
30002735,Caretyn,0.8231234347,0
30002736,Ainaille,0.8452935082,0
30002737,Konola,-1.0000000000,0
30002738,Inoue,0.5708567339,0
30002739,Isaziwa,0.7208140236,0
30002740,Eitu,0.5380359349,0
30002741,Horkkisen,0.4384250659,0
30002742,Erila,0.4487059398,0
30002743,Ohvosamon,0.7300936035,0
30002744,Auviken,0.8196477984,0
30002745,Saikanen,0.8712233967,0
30002746,Oijamon,0.8166387669,0
30002747,Kakki,0.8397002550,0
30002748,Jeras,0.5713400139,0
30002749,Kausaaja,0.7407051069,0
30002750,Oiniken,0.7185566670,0
30002751,Kaimon,0.6860520099,0
30002752,Ahynada,0.8035481992,0
30002753,Aikoro,0.7714352004,0
30002754,Alikara,0.7112933852,0
30002755,Usi,0.5437586967,0
30002756,Ishomilken,0.3746381988,0
30002757,Nikkishina,0.3707768264,0
30002758,Hasama,0.2714402449,0
30002759,Uuna,0.3835015677,0
30002760,Manjonakko,0.3347173714,0
30002761,Kassigainen,0.9158523140,0
30002762,Yashunen,0.9512300146,0
30002763,Tennen,0.9190298192,0
30002764,Hatakani,0.9410608657,0
30002765,Sivala,0.5505319070,0
30002766,Iivinen,0.7371076853,0
30002767,Kubinen,0.4160241415,0
30002768,Uedama,0.5054403218,0
30002769,Enderailen,0.4487847602,0
30002770,Tunudan,-1.0000000000,0
30002771,Kulelen,0.4753689379,0
30002772,Rairomon,0.6293596011,0
30002773,Hogimo,0.5574451863,0
30002774,Huttaken,0.5727129041,0
30002775,Paara,0.7785352333,0
30002776,Annaro,0.8074703590,0
30002777,Isutaka,0.8345176388,0
30002778,Tasabeshi,0.8308547958,0
30002779,Ono,0.7944237869,0
30002780,Muvolailen,0.7080867245,0
30002781,Halaima,0.6589382757,0
30002782,Kamio,0.7411492715,0
30002783,Sankkasen,0.6682383689,0
30002784,Tintoh,0.8133148965,0
30002785,Santola,0.8299976986,0
30002786,Ikao,0.6022130886,0
30002787,Waira,0.5346838454,0
30002788,Inaro,0.8369775721,0
30002789,Kaaputenen,0.7791685585,0
30002790,Waskisen,0.6855884918,0
30002791,Sirppala,0.8832270224,0
30002792,Irjunen,0.5202672531,0
30002793,Inari,0.4624967011,0
30002794,Yria,0.5012201845,0
30002795,Oshaima,0.4531283779,0
30002796,Hysera,0.3971828496,0
30002797,Kaunokka,-1.0000000000,0
30002798,Venilen,0.6118220667,0
30002799,Oisio,0.5335753726,0
30002800,Haatomo,0.6092655012,0
30002801,Suroken,0.7291611392,0
30002802,Kusomonmon,0.8472999538,0
30002803,Juunigaishi,0.6213217815,0
30002804,Isikesu,0.6700421255,0
30002805,Anttiri,0.7127556255,0
30002806,Hasmijaala,0.3358288959,0
30002807,Nagamanen,0.3047258977,0
30002808,Oto,0.3980902825,0
30002809,Sujarento,0.3111356900,0
30002810,Eranakko,0.3240325657,0
30002811,Onatoh,0.2964249822,0
30002812,Tannolen,0.3036259363,0
30002813,Tama,0.2825556883,0
30002814,Uotila,0.5741027392,0
30002815,Isenairos,0.8039990995,0
30002816,Saila,0.8934569984,0
30002817,Aramachi,0.4897885840,0
30002818,Oichiya,0.8476644632,0
30002819,Motsu,0.8727943059,0
30002820,N-JK02,-0.1759286520,0
30002821,JT2I-7,-0.1197434210,0
30002822,XTJ-5Q,-0.1695833240,0
30002823,1-KCSA,-0.1835640090,0
30002824,UJXC-B,-0.1432777790,0
30002825,UDVW-O,-0.0790619250,0
30002826,F48K-D,-0.2154791730,0
30002827,FBH-JN,-0.5135671550,0
30002828,BVRQ-O,-0.5245775390,0
30002829,QX-4HO,-0.6628443300,0
30002830,LS3-HP,-0.6662456580,0
30002831,SH6X-F,-0.4024024610,0
30002832,6V-D0E,-0.5118441520,0
30002833,SG-3HY,-0.2709552690,0
30002834,AU2V-J,-0.1974459640,0
30002835,SY-0AM,-0.1571516530,0
30002836,A-YB15,-0.5902941490,0
30002837,QZX-L9,-0.1845146280,0
30002838,D-6PKO,-0.1255411970,0
30002839,RAI-0E,-0.1169363390,0
30002840,MN9P-A,-0.1018734080,0
30002841,TA9T-P,-0.1489929770,0
30002842,L-TLFU,-0.0463008970,0
30002843,BM-VYZ,-0.0543364490,0
30002844,Q-GICU,-0.1373530600,0
30002845,EPCD-D,-0.0127148490,0
30002846,0S1-GI,-0.3012131180,0
30002847,L-GY1B,-0.1785059000,0
30002848,74-DRC,-0.1363194480,0
30002849,LE-67X,-0.1991861470,0
30002850,B1UE-J,-0.4581011790,0
30002851,O31W-6,-0.4640691710,0
30002852,M3-H2Y,-0.2999049710,0
30002853,G-KCFT,-0.3092416860,0
30002854,WNM-V0,-0.4638421490,0
30002855,6FS-CZ,-0.4943496780,0
30002856,HPV-RJ,-0.7579765060,0
30002857,H7S-5I,-0.3868326820,0
30002858,C3J0-O,-0.4260932130,0
30002859,GSO-SR,-0.1391266240,0
30002860,B3ZU-H,-0.2837118130,0
30002861,G4-QU6,-0.2052044140,0
30002862,V2-GZS,-0.4196308210,0
30002863,HD-HOZ,-0.8480550850,0
30002864,42G-OB,-0.8554776860,0
30002865,LEM-I1,-0.8997783060,0
30002866,1S-SU1,-1.0000000000,0
30002867,ND-GL4,-0.7581055810,0
30002868,9-0QB7,-0.3968196510,0
30002869,M-75WN,-0.4990425230,0
30002870,PNFW-O,-0.5397600910,0
30002871,HVGR-R,-0.6018677620,0
30002872,K76A-3,-0.8213220300,0
30002873,K95-9I,-0.6469429810,0
30002874,R1O-GN,-0.1257154200,0
30002875,GQ-7SP,-0.0612784520,0
30002876,BGMZ-0,-0.0693887320,0
30002877,I2D3-5,-0.1768155060,0
30002878,FZX-PU,-0.1336474740,0
30002879,O9K-FT,-0.0281397840,0
30002880,RQOO-U,-0.4064375300,0
30002881,FB5U-I,-0.3158783060,0
30002882,BZ-BCK,-0.6847835870,0
30002883,5-VFC6,-0.4122400530,0
30002884,O5-YNW,-0.9462306460,0
30002885,86L-9F,-0.9553977940,0
30002886,IUU3-L,-0.9856657600,0
30002887,J-OAH2,-0.7823401280,0
30002888,S-LHPJ,-1.0000000000,0
30002889,4U90-Z,-0.1012806319,0
30002890,T-945F,-0.0877350308,0
30002891,FO8M-2,-0.1031399305,0
30002892,AD-CBT,-0.1698150111,0
30002893,QPO-WI,-0.1368961912,0
30002894,R8S-1K,-0.0574612350,0
30002895,94-H3F,-0.2221263010,0
30002896,CU9-T0,-0.4288922526,0
30002897,XCF-8N,-0.4492638308,0
30002898,FMB-JP,-0.5845035798,0
30002899,0P-F3K,-0.5663456203,0
30002900,K5F-Z2,-0.6850054261,0
30002901,TXME-A,-0.8090034641,0
30002902,YA0-XJ,-0.8200978447,0
30002903,2-KF56,-0.8280587555,0
30002904,VFK-IV,-0.8492440964,0
30002905,2R-CRW,-0.8775482107,0
30002906,CCP-US,-0.9398312500,0
30002907,II-5O9,-0.6931236034,0
30002908,I30-3A,-0.8459502246,0
30002909,2O9G-D,-0.8114145531,0
30002910,NC-N3F,-0.6868078149,0
30002911,JU-OWQ,-0.8150480434,0
30002912,S-DN5M,-0.8527839476,0
30002913,MXX5-9,-0.7699396698,0
30002914,ZZZR-5,-0.7508262024,0
30002915,C7Y-7Z,-0.6777685545,0
30002916,X-Z4DA,-0.4233775093,0
30002917,3OAT-Q,-0.3524511715,0
30002918,N-TFXK,-0.4774806104,0
30002919,33RB-O,-0.2791384001,0
30002920,DKUK-G,-0.3608021678,0
30002921,3QE-9Q,-0.7726493224,0
30002922,E-FIC0,-0.7328062122,0
30002923,ZOYW-O,-0.8172330097,0
30002924,85-B52,-0.7654162842,0
30002925,YZ-UKA,-0.7525217595,0
30002926,RO0-AF,-0.8384732737,0
30002927,5W3-DG,-0.7792952918,0
30002928,LT-DRO,-0.7251044881,0
30002929,7T6P-C,-0.6400464527,0
30002930,8S28-3,-0.6667975231,0
30002931,E3UY-6,-0.6138195290,0
30002932,LEK-N5,-0.5606235121,0
30002933,AGG-NR,-0.5586336815,0
30002934,0V0R-R,-0.5797578896,0
30002935,O-2RNZ,-0.5148162918,0
30002936,OWXT-5,-0.5621141082,0
30002937,3JN9-Q,-0.4953981392,0
30002938,3T7-M8,-0.5882097195,0
30002939,WUZ-WM,-0.5268157701,0
30002940,MZ1E-P,-0.6386478757,0
30002941,43B-O1,-0.5021543129,0
30002942,J1AU-9,-0.7304211586,0
30002943,X3-PBC,-0.7729702878,0
30002944,4N-BUI,-0.5174700429,0
30002945,N2IS-B,-0.5996565496,0
30002946,XCBK-X,-0.4802004108,0
30002947,GY5-26,-0.5375499183,0
30002948,VPLL-N,-0.4900129962,0
30002949,9CK-KZ,-0.5080810612,0
30002950,5S-KXA,-0.5298048455,0
30002951,U-TJ7Y,-0.7273555883,0
30002952,A4L-A2,-0.8188470428,0
30002953,CZDJ-1,-0.9455432537,0
30002954,RG9-7U,-0.9771814116,0
30002955,UJY-HE,-1.0000000000,0
30002956,UEJX-G,-0.7853243867,0
30002957,Tzvi,0.2798709362,0
30002958,Raa,0.3096569808,0
30002959,Sifilar,0.2573027248,0
30002960,Arzad,0.2204297801,0
30002961,Oyeman,0.2223806646,0
30002962,Ezzara,0.1845107388,0
30002963,Odin,0.6066692905,0
30002964,Esescama,0.6126919594,0
30002965,Choonka,0.6498122005,0
30002966,Thasinaz,0.6371628946,0
30002967,Dihra,0.5892868426,0
30002968,Dital,0.4787153993,0
30002969,Eredan,0.7016515124,0
30002970,Ohide,0.5739069550,0
30002971,Sasoutikh,0.5936436207,0
30002972,Gheth,0.5965759839,0
30002973,Lisudeh,0.7591685477,0
30002974,Mehatoor,0.6594727951,0
30002975,Roushzar,0.3669797694,0
30002976,Labapi,0.3837827138,0
30002977,Arayar,0.3862650720,0
30002978,Asghed,0.3555376736,0
